第 四 篇 為 政	THIÊN THỨ 4 : VI CHÁNH
漢 書 云 : 朝 廷 者 天 下 之 楨 幹 也 公 卿 大 夫 相 與 循 禮 恭 讓 則 民 不 爭 好 仁 樂 施 則 下 不 暴 上 義 高 節 則 民 興 行 寬 柔 和 惠 則 眾 相 愛 四 者 明 王 之 所 以 不 嚴 而 成 化 也 何 者 朝 有 變 色 之 言 則 下 有 爭 鬥 之 患 上 有 自 專 之 士 則 下 有 不 讓 之 人 上 有 克 勝 之 佐 則 下 有 傷 害 之 心 上 有 好 利 之 臣 則 下 有 盜 竊 之 民 此 其 本 也 今 俗 吏 之 治 皆 不 本 禮 讓 而 上 克 暴 或 忮 害 好 陷 人 於 罪 貪 財 而 慕 勢 故 犯 法 者 眾 姦 邪 不 止 雖 嚴 刑 峻 法 猶 不 為 變 此 非 其 天 性 有 由 然 也 。	Sách Hán Thư viết : Triều-đình là trụ cột của thiên-hạ. Các quan công, khanh, đại-phu cùng nhau tuân theo lễ, cung kính, khiêm nhượng thì dân không tranh. Chuộng nhân từ, thích bố thí thì dưới không hung bạo. Coi trọng việc nghĩa, đề cao tiết tháo thì dân hưng lên những hạnh tốt. Khoan dung, nhu thuận, hoà nhã, ban ơn thì mọi người yêu thương lẫn nhau. Bốn việc đó bậc minh-vương dù không nghiêm khắc mà vẫn giáo hoá thành công vậy. Vì sao ?, triều-đình có những biến đổi về phát ngôn thì dưới có tai hoạ tranh-đấu. Trên giành lấy việc làm của kẻ sĩ thì dưới có người không biết nhường nhịn. Trên đố kỵ hiếu thắng phụ tá thì dưới sẽ có tâm tổn hại lẫn nhau. Trên có bề tôi thích lợi thì dưới có dân trộm cắp. Đó là những nguyên nhân căn gốc vậy. Ngày nay những quan lại tầm thường khi trị nước đều không xuất phát từ lễ-nhượng mà coi trọng hiếu thắng bạo ngược hay ghen ghét hãm hại, thích vu khống tội cho người, tham làm tiền tài mà hâm mộ quyền thế. Nên chuyện phạm pháp nhiều, việc gian-tà không ngưng, dù có dùng hình phạt nghiêm, pháp luật chặt chẽ cũng không thể chuyển đổi được. Đó không phải ở thiên-tính mà do người làm nên vậy.
列 子 云 : 文 子 曰 周 諺 有 言 察 見 淵 魚 者 不 祥 智 料 隱 匿 者 有 殃 且 君 欲 無 盜 莫 若 舉 賢 而 任 之 使 教 明 於 上 化 行 於 下 人 有 恥 心 則 和 盜 之 為 於 是 用 隨 會 知 政 而 群 盜 奔 秦 焉 。	Sách Liệt Tử viết : Văn-Tử nói nhà Chu có câu ngạn ngữ :”Người thấy rõ cá dưới nước sâu là việc không mai, người khôn ngoan liệu định việc xấu tiềm ẩn sẽ có tai ương.” Hơn nữa ngài muốn không có nạn trộm cướp chi bằng tiến cử người hiền mà trọng dụng họ, khiến việc giáo học rõ ở trên, thì người dưới sẽ chuyển hoá hành vi, người có lòng liêm sỉ thì có làm việc trộm cướp chăng ?. Thế rồi (Tấn-Hầu) trọng dụng ông Tuỳ-Hội lo việc chính sự, đám trộm cướp biết được chạy hết sang nước Tần.
老 子 云 : 聖 人 無 常 心 以 百 姓 心 為 心 善 者 吾 善 之 不 善 者 吾 亦 善 之 信 者 吾 信 之 不 信 者 吾 亦 信 之 。	Sách Lão Tử viết : Lòng của thánh-nhân vô-thường, mà lấy lòng của bách-tính làm lòng mình. Với người thiện lành thì ta lấy thiện mà ứng lại, với kẻ bất thiện ta lại lấy thiện mà ứng lại. Với người thành tín ta lấy thành tín đáp lại, với kẻ không thành tín ta lại lấy thành tín đáp lại.
老 子 云 : 善 人 者 不 善 人 之 師 也 不 善 人 者 善 人 之 資 也 。	Sách Lão Tử viết : Người thiện là thầy của kẻ bất thiện, kẻ bất thiện là của cải của người thiện.
左 傳 云 : 為 國 家 者 見 惡 如 農 夫 之 務 去 草 焉 芟 夷 蘊 崇 之 絕 其 本 根 勿 使 能 殖 則 善 者 信 矣 。	Sách Tả Truyện viết : Người cai trị quốc-gia thấy điều xấu giống như nông-phu lo trừ cỏ dại vậy, cắt bỏ chúng rồi thu gôm, chặt đứt hết rễ, không để sinh sôi trở lại thì việc thiện được tín nhiệm vậy.
說 苑 云 : 當 堯 之 時 舜 為 司 徒 契 為 司 馬 禹 為 司 空 后 稷 為 田 疇 夔 為 樂 正 倕 為 工 師 伯 夷 為 秩 宗 皋 陶 為 大 理 益 掌 驅 禽 堯 不 能 為 一 焉 堯 為 君 而 九 子 者 為 臣 其 何 故 也 堯 知 九 職 之 事 使 九 子 各 受 其 事 皆 勝 其 任 以 成 功 堯 遂 乘 成 功 以 王 天 下 是 故 知 人 者 主 道 也 知 事 者 臣 道 也 主 道 知 人 臣 道 知 事 毋 亂 舊 法 而 天 下 治 矣 。	Sách Thuyết Uyển viết : Vào thời vua Nghiêu, ông Thuấn làm quan tư-đồ (về giáo dục), ông Tiết làm quan tư-mã (về quân đội), ông Vũ làm quan tư-không (về xây dựng), ông Hậu-Tắc làm quan điền-trù (về nông nghiệp), ông Quỳ làm quan nhạc-chánh (về âm nhạc), ông Thuỳ làm quan công-sư (về thợ nghề), ông Bá-Di làm quan trật-tông (về tế lễ), ông Cao-Dao làm quan đại-lý (về hình luật), ông Ích quản lý việc xua đuổi thú dữ. Vua Nghiêu không thể làm một việc gì trong đó, nhưng vua Nghiêu làm vua mà 9 ông kia làm bề tôi, vì cớ gì ?. Vua Nghiêu biết việc thích hợp cho 9 ông đó mà phân chức vị, sai khiến được 9 ông đó đều tiếp nhận công việc, 9 ông đều hoàn thành công việc được giao, vua Nghiêu nương vào thành-công đó để làm vua thiên-hạ. Cho nên việc nhận biết người là đạo của vua, nhận biết việc là đạo của bề tôi. Đạo của vua là biết người, đạo của bề tôi là biết việc, không làm loạn pháp tắc cũ thì thiên-hạ an trị vậy. Sách Lưu Dực Chính Luận viết : Từ thời xưa vua không ai là không mong có được trung-thần để trọng dụng, có được rồi không ai là không dò xét họ từ nhiều người.
劉 廙 政 論 云 : 自 古 人 君 莫 不 願 得 忠 賢 而 用 之 也 既 得 之 莫 不 訪 之 於 眾 人 也 忠 於 君 者 豈 能 必 利 於 人 茍 無 利 於 人 又 何 能 保 譽 於 人 哉 故 常 願 之 於 心 而 常 先 之 於 人 也 非 願 之 之 不 篤 而 失 之 也 所 以 定 之 之 術 非 也 。	Trung thành với vua há có chuyện sẽ làm lợi cho người khác, nếu như không lợi cho người lại có thế bảo toàn danh dự trước người ư ?. Nên trong tâm thường nguyện mà cũng thường để mất người.
魏 志 云 : 夫 孝 行 著 於 家 門 豈 不 忠 恪 於 在 官 乎 仁 恕 稱 於 九 族 豈 不 達 於 為 政 乎 義 斷 行 於 鄉 黨 豈 不 堪 於 事 任 乎 。	Không phải vì trong tâm không thường nguyện mà để mất người, mà là cách nhận định người sai phương pháp vậy. Sách Nguỵ Chí viết : Người hạnh-hiếu sáng ngời chốn gia-môn, há lại không hết lòng và kính cẩn khi làm quan ư !. Người nhân từ và khoan thứ ở cửu-tộc, há không thông đạt làm chính trị ư !. Người quyết đoán giải quyết công bằng nơi xóm làng, há không kham nổi việc quan ư !. Sách Chu Thư viết : Giàu sang thì xem cách hành lễ. Nghèo cùng thì xem việc giữ đức hạnh. Sủng ái thì xem việc không kiêu ngạo xa xỉ. Người không rõ ràng thì xem việc không sợ hãi. Người trẻ tuổi thì xem việc cung kính và hiếu học mà giỏi thuận theo.
周 書 云 : 富 貴 者 觀 其 有 禮 施 貧 窮 者 觀 其 有 德 守 嬖 寵 者 觀 其 不 驕 奢 隱 約 者 觀 其 不 懾 懼 其 少 者 觀 其 恭 敬 好 學 而 能 弟 其 壯 者 觀 其 潔 廉 務 行 而 勝 其 私 其 老 者 觀 其 思 慎 彊 其 所 不 足 而 不 踰 父 子 之 間 觀 其 慈 孝 兄 弟 之 間 觀 其 和 友 君 臣 之 間 觀 其 忠 惠 鄉 黨 之 間 觀 其 信 誠 設 之 以 謀 以 觀 其 智 示 之 以 難 以 觀 其 勇 煩 之 以 事 以 觀 其 治 臨 之 以 利 以 觀 其 不 貪 濫 之 以 樂 以 觀 其 不 荒 喜 之 以 觀 其 輕 怒 之 以 觀 其 重 醉 之 以 觀 其 失 縱 之 以 觀 其 常 遠 之 以 觀 其 不 貳 昵 之 以 觀 其 不 狎 復 徵 其 言 以 觀 其 精 曲 省 其 行 以 觀 其 備 此 之 謂 觀 誠 。	Người trưởng thành thì xem sự liêm khiết lo việc công mà thắng được lòng tư dục. Người già thì xem việc suy nghĩ cẩn thận kiên cường bù vào khiếm khuyết mà không bỏ qua. Quan hệ cha con thì xem sự hiền từ hiếu thảo. Quan hệ anh em thì xem sự hoà thuận. Quan hệ vua tôi thì xem việc trung thành và ban ân huệ. Quan hệ xóm làng thì xem sự thành-tín. Đặt ra kế sách cho họ mưu tính để xem cái trí. Cho họ thấy sự gian nan để xem cái dũng. Giao cho họ sử lý nhiều việc phiền phức để xem cách giải quyết. Ban cho họ chút lợi ích để xem sự không tham. Cho họ đắm chìm trong cảnh hưởng lạc để xem việc không phóng túng. Lúc vui thì xem việc khinh rẻ, lúc giận xem việc coi trọng, lúc say xem cái để mất, lúc phóng túng thì xem việc thường làm, rời xa để xem sự trung thành, thân cận để xem sự không cợt nhã. Xét kỹ lời nói để xem sự tinh thật, kiểm chứng việc làm để xem sự hoàn bị. Đó gọi là cách xem chân thật.
後 漢 書 云 : 夫 陰 陽 和 歲 乃 豐 君 臣 同 心 化 乃 成 也 其 刺 史 太 守 以 下 拜 除 京 師 及 道 出 洛 陽 者 宜 皆 召 見 可 因 博 問 四 方 兼 以 觀 察 其 人 諸 上 書 言 事 有 不 合 者 可 但 報 歸 田 里 不 宜 過 加 喜 怒 以 明 在 寬 也 。	Sách Hậu Hán Thư viết : Âm dương hài hoà trong năm bèn được mùa. Vua tôi đồng lòng việc giáo hoá bèn thành công. Đối với quan thứ-sử, thái-thú trở xuống được nhận lệnh làm quan ở kinh-sư (triều-đình), đến các sứ giả đi sứ ngoài Lạc-Dương bệ hạ nên đều triệu-kiến để hỏi tình hình bốn phương, đồng thời quan sát luôn họ. Đối với các tấu sớ dâng lên ngôn từ không phù hợp, có thể báo họ trở về quê nhà, không nên buồn vui thái quá mà xử phạt, nên làm rõ lòng khoan dung vậy. Sách Văn Tử viết : Lấy mắt của người thiên-hạ xem.
文 子 云 : 以 天 下 之 目 視 以 天 下 之 耳 聽 以 天 下 之 智 慮 以 天 下 之 力 爭 故 號 令 能 下 究 而 臣 情 得 上 聞 百 官 脩 通 群 臣 輻 湊 喜 不 以 賞 賜 怒 不 以 罪 誅 法 令 察 而 不 苛 耳 目 通 而 不 暗 善 否 之 情 日 陳 於 前 而 不 逆 賢 者 盡 其 智 不 肖 者 竭 其 力 近 者 安 其 性 遠 者 懷 其 德 用 人 之 道 也 。	Lấy tai của người thiên-hạ nghe. Lấy trí của người thiên-hạ suy lự. Lấy sức của người thiên-hạ để tranh đấu. Nên khi ra hiệu-lệnh thì có thể thông đạt tới dưới, mà tình hình dưới trên được nghe, trăm quan trị lý thông suốt, quần-thần tập trung. Vui không lấy ban thưởng, giận không lấy trách phạt, pháp-lệnh rõ ràng mà không hà khắc, tai mắt thông suốt mà không mờ ám, việc tốt xấu hàng ngày báo lên trên mà không bị cản trở, người hiền phát huy hết cái trí, kẻ không hiền dốc hết sức lực, người gần an định cuộc sống, kẻ xa nhớ đến ân đức, đó là đạo lý dùng người vậy.
論 語 云 : 子 曰 無 為 而 治 者 其 舜 也 與 夫 何 為 哉 恭 己 正 南 面 而 已 矣 。	Sách Luận Ngữ viết : Đức Khổng-Tử nói : không làm gì mà thiên-hạ an trị kỳ thật chỉ có vua Thuấn !.
尚 書 云 : 周 公 戒 於 王 曰 文 王 罔 攸 兼 于 庶 言 庶 獄 庶 慎 惟 有 司 之 牧 夫 。	Ngài có làm gì chăng ? hay chỉ kính cẩn đoan trang ngồi quay về hướng nam mà thôi. (ngồi quay về hướng nam : thuận theo đạo trời mà cai trị) Sách Thượng Thư viết : Chu-Công răn vua Thành-Vương rằng : vua Văn-Vương không khi nào kiêm cả việc ban hành các hiệu lệnh, việc kiện cáo hay lời khuyên răn. Ngài chỉ ra lệnh các quan hữu-tư bên dưới đảm nhiệm.
袁 子 正 書 云 : 明 王 之 使 人 有 五 一 曰 以 大 體 期 之 二 曰 要 其 成 功 三 曰 忠 信 不 疑 四 曰 至 公 無 私 五 曰 與 天 下 同 憂 以 大 體 期 之 則 臣 自 重 要 其 成 功 則 臣 勤 懼 忠 信 不 疑 則 臣 盡 節 至 公 無 私 則 臣 盡 情 與 天 下 同 憂 則 臣 盡 死 。	Sách Viên Tử Chính Thư viết : Bậc minh-vương sai khiến người có 5 điều chủ yếu. Thứ nhất là đại thể công việc đúng kỳ hẹn, thứ hai là trọng yếu ở thành công, thứ ba là trung thành tin tưởng không nghi, thứ tư là chí công vô tư, thứ năm là cùng đồng mối lo với thiên-hạ. Lấy đại thể công việc đúng kỳ hẹn thì quan chức biết tự trọng. Trọng yếu ở thành công thì quan chức siêng năng kính cẩn. Trung thành tin tưởng không nghi thì quan chức tận-tiết. Chí công vô tư thì quan chức tận-tình. Cùng đồng mối lo với thiên-hạ thì quan chức tận-tử.
袁 子 正 書 云 : 夫 唯 信 而 後 可 以 使 人 昔 者 齊 威 王 使 章 子 將 而 伐 魏 人 言 其 反 者 三 威 王 不 應 也 自 是 之 後 為 齊 將 者 無 有 自 疑 之 心 是 以 兵 強 於 終 始 也 。	Sách Viên Tử Chính Thư viết : Chỉ khi được tín nhiệm mà sau mới có thể lấy đó sai khiến người.
淮 南 子 云 : 賢 主 之 用 人 猶 巧 匠 制 木 大 小 脩 短 皆 得 所 宜 規 矩 方 圓 各 有 所 施 殊 形 異 材 莫 不 可 得 而 用 也 天 下 之 物 莫 凶 於 奚 毒 然 而 良 醫 橐 而 藏 之 有 所 用 也 是 故 竹 木 草 莽 之 材 猶 有 不 棄 者 而 又 況 人 乎 。	Xưa kia vua Tề-Uy-Vương phong Chương-Tử làm tướng quân để đi chinh phạt nước Nguỵ, người ta nhiều lần nói Chương-Tử sẽ tạo phản nhưng Tề-Uy-Vương không nghe theo. Từ đó về sau người làm tướng quân nước Tề không có nỗi lo bị hoài nghi nữa, cho nên quân đội trước sau rất hùng mạnh. Sách Hoài Nam Tử viết : Bậc vua-hiền trọng dụng người như người thợ giỏi chế tác gỗ, dù lớn nhỏ dày ngắn đều được tận dụng. Dùng thước vuông, thước tròn để đo mỗi thứ đều vừa vặn. Dẫu gỗ có hình dạng kỳ dị đặt thù, thế mà không có gì mà không thể tận dụng. Thực vật trong thiên-hạ chẳng cây gì dược tính mạnh bằng cây hề-độc (hay cây phụ-tử) thế mà lương-y còn đem chúng cất vào túi giữ để sử dụng. Đến cây tre gỗ hay cỏ dạy còn không bỏ đi, mà lại huống chi là con người ư !.
