第 一 篇 君 道	THIÊN THỨ 1 : QUÂN ĐẠO
漢 書 云 : 道 家 者 流 蓋 出 於 史 官 歷 紀 成 敗 存 亡 禍 福 古 今 之 道 秉 要 執 本 清 虛 以 自 守 卑 弱 以 自 持 此 君 人 南 面 者 之 術 也 合 於 堯 之 克 讓 易 之 嗛 嗛 一 謙 而 四 益 此 其 所 長 也 。	Sách Lễ Ký viết : Đạo đức nhân nghĩa không lễ không thành.
晏 子 云 : 夫 人 之 所 以 貴 於 禽 獸 者 以 有 禮 也 。	Giáo hóa làm chánh phong tục không lễ không hoàn bị.
禮 記 云 : 故 禮 之 教 化 也 微 其 正 邪 於 未 形 使 人 日 徙 善 遠 罪 而 不 自 知 也 是 以 先 王 隆 之 也 易 曰 君 子 慎 始 差 若 毫 釐 謬 以 千 里 此 之 謂 也 。	Sắp đặt triều chính, trị lý quân đội, bổ nhiệm quan chức, ban hành pháp luật không lễ thì không uy nghiêm.
禮 記 云 : 道 德 仁 義 非 禮 不 成 教 訓 正 俗 非 禮 不 備 分 爭 辨 訟 非 禮 不 決 君 臣 上 下 父 子 兄 弟 非 禮 不 定 宦 學 事 師 非 禮 不 親 班 朝 治 軍 蒞 官 行 法 非 禮 威 嚴 不 行 禱 祠 祭 祀 供 給 鬼 神 非 禮 不 誠 不 莊 。	Cầu đảo, khấn vái, cúng bái quỷ thần không lễ không thành tâm không trang nghiêm. Sách Lễ Ký viết : Lễ dùng để định thân-sơ, giải quyết hiềm-nghi, phân biệt đồng-dị, làm rõ thị-phi.
禮 記 云 : 夫 禮 者 所 以 定 親 疏 決 嫌 疑 別 同 異 明 是 非 也 。	Sách Lễ Ký viết : Người quân-tử có lễ thì bề ngoài hài-hòa mà trong lòng không oán.
禮 記 云 : 君 子 有 禮 則 外 諧 而 內 無 怨 。	Sách Lễ Ký viết : Giàu sang mà biết ham thích lễ thì không kiêu xa, không dâm dật.
禮 記 云 : 昏 禮 者 將 合 二 姓 之 好 上 以 事 宗 廟 而 下 以 繼 後 世 也 故 君 子 重 之 男 女 有 別 而 後 夫 婦 有 義 夫 婦 有 義 而 後 父 子 有 親 父 子 有 親 而 後 君 臣 有 正 故 曰 婚 禮 者 禮 之 本 也 。	Nam nữ có phân biệt mà sau vợ chồng có nghĩa, vợ chồng có nghĩa mà sau cha con thân thiết, cha con thân thiết mà sau vua tôi chánh đáng. Nên nói hôn-lễ là gốc của lễ vậy.
禮 記 云 : 故 朝 覲 之 禮 所 以 明 君 臣 之 義 也 聘 問 之 禮 所 以 使 諸 侯 相 尊 敬 也 喪 祭 之 禮 所 以 明 臣 子 之 恩 也 鄉 飲 酒 之 禮 所 以 明 長 幼 之 序 也 婚 姻 之 禮 所 以 明 男 女 之 別 也 夫 禮 禁 亂 之 所 由 生 猶 防 止 水 之 所 自 來 也 故 以 舊 防 為 無 所 用 而 壞 之 者 必 有 水 敗 以 舊 禮 為 無 所 用 而 去 之 者 必 有 亂 患 故 婚 姻 之 禮 廢 則 夫 婦 之 道 苦 而 淫 僻 之 罪 多 矣 鄉 飲 酒 之 禮 廢 則 長 幼 之 序 失 而 鬥 爭 之 獄 繁 矣 喪 祭 之 禮 廢 則 臣 子 之 恩 薄 而 背 死 忘 生 者 眾 矣 聘 覲 之 禮 廢 則 君 臣 之 位 失 而 背 叛 侵 陵 之 敗 起 矣 。	Sách Lễ Ký viết : Việc cúng tế không cầu nhiều, nhiều thì phiền phức, phiền phức thì không kính trọng.
禮 記 云 : 祭 不 欲 數 數 則 煩 煩 則 不 敬 祭 不 欲 疏 疏 則 怠 怠 則 忘 。	Việc cúng tế không cầu ít, ít thì chểnh mảng, chểnh mảng thì mau quên. Sách Lễ Ký viết : Thường âm nhạc sinh ra từ lòng người, tình cảm rung động bên trong nên hiện ra thanh tiếng, thanh tiếng thành văn thì gọi là nhạc.
禮 記 云 : 凡 音 者 生 人 心 者 也 情 動 於 中 故 形 於 聲 聲 成 文 謂 之 音 是 故 治 世 之 音 安 以 樂 其 政 和 亂 世 之 音 怨 以 怒 其 政 乖 亡 國 之 音 哀 以 思 其 民 困 。	Dùng âm thanh như thế để nhiễu loạn tinh thần, kích động tai mắt, khiêu khích lòng phóng đãng con người sinh ra thì có thể.
禮 記 云 : 音 聲 之 道 與 政 通 矣 宮 為 君 商 為 臣 角 為 民 徵 為 事 羽 為 物 五 者 不 亂 則 無 怠 懘 之 音 矣 宮 亂 則 荒 其 君 驕 商 亂 則 陂 其 臣 壞 角 亂 則 憂 其 民 怨 徵 亂 則 哀 其 事 動 羽 亂 則 危 其 財 匱 五 者 皆 亂 迭 相 陵 謂 之 慢 如 此 則 國 之 滅 亡 無 日 矣 。	Nhưng âm thanh đó dùng để diễn tấu âm nhạc thì không khiến người an lạc vậy. Nên âm nhạc càng xa hoa phóng túng thì dân càng uất ức, quốc gia trở nên hỗn loạn, vua càng bị xem thường, như thế là đã làm mất đi ý nghĩa thật sự của âm nhạc rồi.
呂 氏 春 秋 云 : 亂 世 之 樂 為 木 革 之 聲 則 若 雷 為 金 石 之 聲 則 若 霆 為 絲 竹 歌 舞 之 聲 則 若 譟 以 此 駭 心 氣 動 耳 目 搖 蕩 生 則 可 矣 以 此 為 樂 則 不 樂 故 樂 愈 侈 而 民 愈 鬱 國 愈 亂 主 愈 卑 則 亦 失 樂 之 情 矣 。	Nhạc lớn ắt bình dị, lễ lớn ắt đơn giản. Sách Phó Tử viết : Làm lợi thiên-hạ lại được lợi từ thiên-hạ.
禮 記 云 : 樂 由 中 出 禮 自 外 作 大 樂 必 易 大 禮 必 簡 。	Làm hại thiên-hạ lại bị hại từ thiên-hạ.
六 韜 云 : 所 謂 天 子 者 天 下 相 愛 如 父 子 此 之 謂 天 子 。	Sách Lục Thao viết : Sở dĩ gọi là thiên-tử, vì họ yêu thương che chở người thiên-hạ, giống như tình cảm cha con vậy. Đó gọi là thiên-tử.
周 易 云 : 天 地 養 萬 物 聖 人 養 賢 以 及 萬 民 。	Sách Chu Dịch viết : Trời đất nuôi dưỡng vạn vật, bậc thánh-nhân bồi dưỡng người hiền để giúp đỡ vạn dân.
六 韜 云 : 故 善 為 國 者 御 民 如 父 母 之 愛 子 如 兄 之 慈 弟 也 見 之 飢 寒 則 為 之 哀 見 之 勞 苦 則 為 之 悲 。	Sách Lục Thao viết : Nên giỏi trị nước, thì quản lý dân như cách cha mẹ yêu thương con, như cách anh yêu thương em vậy.
左 傳 云 : 臣 聞 國 之 興 也 視 民 如 傷 是 其 福 也 其 亡 也 以 民 為 土 芥 是 其 禍 也 。	Đức Khổng-Tử nói : có thể làm 5 việc cho thiên-hạ là người có đức nhân. Thầy Tử-Trương hỏi : thưa là 5 việc gì ?.
說 苑 云 : 堯 存 心 於 天 下 加 志 於 窮 民 痛 萬 姓 之 罹 罪 憂 眾 生 之 不 遂 也 有 一 民 飢 則 曰 此 我 飢 也 有 一 民 寒 則 曰 此 我 寒 之 也 一 民 有 罪 則 曰 此 我 陷 之 也 仁 昭 而 義 立 德 博 而 化 廣 故 不 賞 而 民 勸 不 罰 而 民 治 先 恕 而 後 教 是 堯 道 也 。	Đức Khổng-Tử đáp : 1.Cung kính, 2.khoan dung, 3.giữ lời hứa, 4.siêng năng, 5.ban ơn.
論 語 云 : 子 張 問 仁 於 孔 子 孔 子 曰 能 行 五 者 於 天 下 為 仁 矣 請 問 之 曰 恭 寬 信 敏 惠 恭 則 不 侮 寬 則 得 眾 信 則 人 任 焉 敏 則 有 功 惠 則 足 以 使 人 。	Cung kính thì không bị khinh nhờn, khoan dung thì được lòng người, giữ lời hứa thì người tín nhiệm, siêng năng thì mau thành công, ban ơn thì dễ sai khiến người.
論 語 云 : 丘 也 聞 有 國 有 家 者 不 患 寡 而 患 不 均 不 患 貧 而 患 不 安 蓋 均 無 貧 和 無 寡 安 無 傾 夫 如 是 故 遠 人 不 服 則 修 文 德 以 來 之 既 來 之 則 安 之 。	Sách Luận Ngữ viết : Khâu ta (đức Khổng-Tử) từng nghe, người có nước có nhà, không lo của cải thiếu thốn mà lo việc phân bố không đều, không lo dân nghèo mà lo việc nước không được an định. Nên của phân bố của đều thì dân không nghèo, không nghèo nên hòa, hòa thì không lo thiếu của cải, không thiếu của cải thì nước an định, an định thì không bị lật đổ.
漢 書 云 : 凡 民 有 七 亡 陰 陽 不 和 水 旱 為 災 一 亡 也 縣 官 重 責 更 賦 租 稅 二 亡 也 貪 吏 並 公 受 取 不 已 三 亡 也 豪 強 大 姓 蠶 食 無 厭 四 亡 者 苛 吏 繇 役 失 農 桑 時 五 亡 也 部 落 鼓 鳴 男 女 遮 列 六 亡 也 盜 賊 劫 略 取 民 財 物 七 亡 也 七 亡 尚 可 又 有 七 死 酷 吏 敺 殺 一 死 也 治 獄 深 刻 二 死 也 冤 陷 無 辜 三 死 也 盜 賊 橫 發 四 死 也 怨 讎 相 殘 五 死 也 歲 惡 飢 餓 六 死 也 時 氣 疾 疫 七 死 也 民 有 七 亡 而 無 一 得 欲 望 國 安 誠 難 民 有 七 死 而 無 一 生 欲 望 刑 措 誠 難 。	Dân có 7 lý do bức ép chết mà không có một đường sống, thế mà mong muốn bài ra hình phạt, quả thật rất khó vậy. Sách Viên Tử Chính Thư viết : Có 8 chính sách khiến nước giàu : thứ nhất tiết kiệm để đủ dùng, thứ hai nắm thời vụ để sinh lợi, thứ ba quý nông nghiệp xem nhẹ thương nghiệp, thứ tư làm ổn định nghề nghiệp của dân, thứ năm chi tiêu có tiết độ, thứ sáu lấy tiền tệ quân bình của cải, thứ bảy ngăn chặn bàn luận viển vông của kẻ sĩ, thứ tám bịch kính cánh cửa kết bè đảng.
袁 子 正 書 云 : 富 國 有 八 政 一 曰 儉 以 足 用 二 曰 時 以 生 利 三 曰 貴 農 賤 商 四 曰 常 民 之 業 五 曰 出 入 有 度 六 曰 以 貨 均 財 七 曰 抑 談 說 之 士 八 曰 塞 朋 黨 之 門 夫 儉 則 能 廣 時 則 農 修 貴 農 則 榖 重 賤 商 則 貨 輕 有 常 則 民 壹 有 度 則 不 散 貨 布 則 並 兼 塞 抑 談 說 之 士 則 百 姓 不 淫 塞 朋 黨 之 門 則 天 下 歸 本 知 此 八 者 國 雖 小 必 王 不 知 此 八 者 國 雖 大 必 亡 。	Biết được 8 chính sách đó quốc gia dù nhỏ ắt thịnh vượng, không biết 8 chính sách đó quốc gia dù lớn ắt diệt vong.
漢 書 云 : 民 有 餘 則 輕 之 故 人 君 斂 之 以 輕 民 不 足 則 重 之 故 人 君 散 之 以 重 凡 輕 重 斂 散 之 以 時 即 準 平 故 大 賈 蓄 家 不 得 豪 奪 吾 民 矣 。	Sách Hán Thư viết : Dân làm ra dư thừa hàng hóa thì giá thấp, nên người làm vua thua mua vào với giá thấp. Dân làm ra hàng hóa thiếu thốn thì giá cao, nên người làm vua bán ra với giá cao.
尚 書 云 : 學 古 入 官 議 事 以 制 政 乃 弗 迷 。	Sách Sử Ký viết : Tục Ngữ có câu : “Không quên việc trước, là thầy việc sau.”
史 記 云 : 野 諺 曰 前 事 之 不 忘 後 事 之 師 是 以 君 子 為 國 觀 之 上 古 驗 之 當 世 參 以 人 事 察 盛 衰 之 理 審 權 勢 之 宜 去 就 有 序 變 化 應 時 故 曠 日 長 久 而 社 稷 安 矣 。	Cho nên người quân-tử khi trị nước thì xem lịch sử thời thượng-cổ để nghiệm ra sự việc thời nay, nghiên cứu việc người để xét đạo lý thịnh hay suy, biết rõ thời thế để thích nghi, bỏ hay theo có thứ tự, biến-hóa đúng thời, nên thời gian đầu tư lâu dài mà xã-tắc (đất nước) an định vậy. Sách Âm Mưu viết : Vua Võ-Vương hỏi ông Thượng-Phụ rằng : Lời khuyên răn của 5 vị Đế (ngũ-đế), khanh có thể nói ta nghe được chăng ?.
陰 謀 云 : 武 王 問 尚 父 曰 五 帝 之 戒 可 聞 乎 尚 父 曰 黃 帝 之 時 戒 曰 吾 之 居 民 上 也 搖 搖 恐 夕 不 至 朝 堯 之 居 民 上 振 振 如 臨 深 川 舜 之 居 民 上 兢 兢 如 履 薄 冰 禹 之 居 民 上 慄 慄 恐 不 滿 日 湯 之 居 民 上 戰 戰 恐 不 見 旦 王 曰 寡 人 今 新 并 殷 居 民 上 翼 翼 懼 不 敢 怠 。	Để thi hành được thì chỉ có một (chân thành).
孔 子 家 語 云 : 天 下 之 達 道 有 五 其 所 以 行 之 者 三 曰 君 臣 也 父 子 也 夫 婦 也 昆 弟 也 朋 友 之 交 也 五 者 天 下 之 達 道 也 智 仁 勇 三 者 天 下 之 達 德 也 所 以 行 之 者 一 也 或 生 而 知 之 或 學 而 知 之 或 困 而 知 之 及 其 知 之 一 也 或 安 而 行 之 或 利 而 行 之 或 勉 強 而 行 之 及 其 成 功 一 也 。	Đạo lý đó hoặc có người sinh ra đã biết, hoặc học tập mà biết, hoặc gặp cảnh khốn cùng mà biết được nhưng đến cuối cùng thì cái biết như nhau. Đạo lý ấy hoặc có người an nhiên mà làm, hoặc vì lợi mà làm hoặc miễn-cưỡng mà làm nhưng đến cuối cùng thì thành-công như nhau.
孔 子 家 語 云 : 仁 者 莫 大 於 愛 人 智 者 莫 大 於 知 賢 政 者 莫 大 於 官 能 有 土 之 君 能 修 此 三 者 則 四 海 之 內 供 命 而 已 矣 。	Sách Khổng Tử Gia Ngữ viết : Người nhân không có gì lớn bằng việc yêu người, người trí không có gì lớn bằng việc nhận biết người hiền, người làm chính trị không có gì lớn bằng việc chọn quan giỏi. Vua có đất đai mà tuân theo 3 việc này, thì người trong bốn-biển sẽ phụng mệnh họ mà thôi vậy.
禮 記 云 : 天 子 聽 男 教 后 聽 女 順 天 子 理 陽 道 后 治 陰 德 天 子 聽 外 治 后 聽 內 治 教 順 成 俗 外 內 和 順 國 家 理 治 此 之 謂 盛 德 也 。	Việc giáo hóa và sửa sang thành phong tục, việc xử trí trong và ngoài hòa thì êm đẹp, quốc gia được sửa sang thì an trị đó gọi là thịnh-đức vậy.
尸 子 云 : 治 天 下 有 四 術 一 曰 忠 愛 二 曰 無 私 三 曰 用 賢 四 曰 度 量 度 量 通 則 財 用 足 矣 用 賢 則 多 功 矣 無 私 百 智 之 宗 也 忠 愛 父 母 之 行 也 。	Sách Thi Tử viết : Trị thiên-hạ có 4 phương pháp : thứ nhất là hết lòng yêu thương, thứ hai là chí công vô-tư, thứ ba là trọng dụng người-hiền, thứ tư là chi dùng giới hạn. Chi dùng giới hạn thông suốt thì tiền của dùng đủ vậy.
管 子 云 : 倉 廩 實 則 知 禮 節 衣 食 足 則 知 榮 辱 上 服 度 則 六 親 固 四 維 張 則 君 令 行 四 維 不 張 國 乃 滅 亡 國 有 四 維 一 維 絕 則 傾 二 維 絕 則 危 三 維 絕 則 覆 四 維 絕 則 滅 傾 可 正 也 危 可 安 也 覆 可 起 也 滅 不 可 復 錯 也 四 維 一 曰 禮 二 曰 義 三 曰 廉 四 曰 恥 。	Sách Lã Thị Xuân Thu viết : Cho nên bậc thánh-vương xưa, không có ai là không tôn trọng thầy.
呂 氏 春 秋 云 : 是 故 古 之 聖 王 未 有 不 尊 師 也 尊 師 則 不 論 貴 賤 貧 富 矣 。	Tôn trọng thầy thì không bàn đến sang hèn, giàu nghèo vậy.
說 苑 云 : 湯 曰 何 謂 臣 而 不 臣 對 曰 君 之 所 不 名 臣 者 四 諸 父 臣 而 不 名 諸 兄 臣 而 不 名 先 王 之 臣 臣 而 不 名 盛 德 之 士 臣 而 不 名 是 謂 大 順 也 。	Đó gọi thuận theo đạo lớn vậy.
論 語 云 : 子 曰 不 在 其 位 不 謀 其 政 。	Sách Luận Ngữ viết : Đức Khổng-Tử nói : Người không có chức vị gì, thì đừng mưu tính việc chính sự.
晉 書 云 : 政 不 可 多 門 多 門 則 民 擾 。	Sách Tân Thư viết : Chính sách không để rườm rà, rườm rà thì phiền dân.
後 漢 書 云 : 古 之 明 君 褒 罰 必 以 功 過 末 代 闇 主 誅 賞 各 緣 其 私 。	Sách Trung Luận viết : Việc đáng thưởng mà không thưởng, thì làm người tốt mất hi vọng và hoài nghi về việc làm của mình.
中 論 云 : 夫 當 賞 者 不 賞 則 為 善 者 失 其 本 望 而 疑 其 所 行 當 罰 者 不 罰 則 為 惡 者 輕 其 國 法 而 怙 其 所 守 。	Việc đáng phạt mà không phạt, thì làm người xấu coi nhẹ luật nước và tiếp tục tạo thêm tội.
傅 子 云 : 先 王 之 教 進 賢 者 為 上 賞 蔽 賢 者 為 上 戮 。	Sách Phó Tử viết : Bậc tiên-vương dạy, ai tiến cử người hiền sẽ được thưởng lớn, ai che lấp người hiền sẽ bị phạt nặng.
傅 子 云 : 爵 祿 者 國 柄 之 本 而 貴 富 之 所 由 不 可 以 不 重 也 然 則 爵 非 德 不 授 祿 非 功 不 與 二 教 既 立 則 良 士 不 敢 以 賤 德 受 貴 爵 勞 臣 不 敢 以 微 功 受 重 祿 況 無 德 無 功 而 敢 虛 干 爵 祿 之 制 乎 。	Hai việc đó gây dựng thì kẻ sĩ tốt lành không dám lấy đức hạnh thấp kém để nhận tước vị cao quý, bề tôi lao lực không dám lấy công trạng nhỏ bé để nhận bổng lộc trọng hậu. Làm thế thì những kẻ vô đức, vô công dám đòi hỏi tước vị và bổng lộc chăng ?.
說 苑 云 : 魏 文 侯 問 李 克 曰 刑 罰 之 源 安 生 對 曰 生 於 奸 邪 淫 佚 之 行 也 凡 奸 邪 之 心 飢 寒 而 起 淫 佚 者 文 飾 之 耗 雕 文 刻 鏤 害 農 事 者 也 文 繡 纂 組 傷 女 功 者 也 農 事 害 則 飢 之 本 女 功 傷 則 寒 之 源 也 飢 寒 並 至 而 能 不 為 奸 邪 者 未 之 有 也 男 女 飾 美 以 相 矜 而 能 無 淫 佚 者 未 嘗 有 也 刑 罰 之 起 有 源 人 主 不 塞 其 本 而 督 其 末 傷 國 之 道 也 。	Hình phạt phát sinh có nguyên nhân, người làm vua không ngăn chặn tận gốc mà thúc dục lo cành ngọn, đó là đường lối gây thương tổn quốc gia vậy.
袁 子 正 書 云 : 先 仁 而 後 法 先 教 而 後 刑 是 治 之 先 後 者 也 。	Sách Viên Tử Chính Thư viết : Trước nhân-từ mà sau dùng luật-pháp, trước giáo-hóa mà sau dùng hình-phạt, tức là việc cai trị có trước có sau vậy.
